àblonь	upper_sorbian	jaboɫń	ˈjabownʲ
àbolnь	upper_sorbian	jaboɫń	ˈjabownʲ
ȃje	upper_sorbian	jejo	ˈjɛjo
àsъtrě̄bъ	upper_sorbian	jatřob	ˈjat͡ʃob
àsъtrę̄bъ	upper_sorbian	jatřob	ˈjat͡ʃob
ȁsenъ	upper_sorbian	jaseń	ˈjasɛnʲ
ȁsenь	upper_sorbian	jaseń	ˈjasɛnʲ
àstrě̄bъ	upper_sorbian	jatřob	ˈjat͡ʃob
àstrę̄bъ	upper_sorbian	jatřob	ˈjat͡ʃob
ajьce	upper_sorbian	jejko	ˈjɛjko
akъ	upper_sorbian	jakny	ˈjaknɨ
akъjь	upper_sorbian	jakny	ˈjaknɨ
bьčelà	upper_sorbian	pčola	ˈpt͡ʃola
bьrati	upper_sorbian	brać	brat͡ʃ
bàjati	upper_sorbian	bać	bat͡ʃ
bagno	upper_sorbian	bahno	ˈbaxno
bě̄dà	upper_sorbian	běda	ˈbʲɪda
bȇrgъ	upper_sorbian	brjóh	bʀʲʊh
bèrmę	upper_sorbian	brěmjo	ˈbʀʲɪmʲo
bèrza	upper_sorbian	brěza	ˈbʀʲɪza
bìti	upper_sorbian	bić	bʲit͡ʃ
bl̨ьvàti	upper_sorbian	bleć	ˈblɛt͡ʃ
blьščati	upper_sorbian	bɫysćeć	ˈbwɨst͡ʃɛt͡ʃ
blъxà	upper_sorbian	tcha	txa
blě̑dъ	upper_sorbian	blědy	ˈblɪdɨ
blě̑skъ	upper_sorbian	blěsk	blɪsk
blekъ	upper_sorbian	blek	ˈblɛk
blekota	upper_sorbian	blekot	ˈblɛkot
blekotъ	upper_sorbian	blekot	ˈblɛkot
bliscati	upper_sorbian	bɫyskać	ˈbwɨskatɕ
bliskati	upper_sorbian	bɫyskać	ˈbwɨskatɕ
blistati	upper_sorbian	bɫyskać	ˈbwɨskatɕ
blizъkъ	upper_sorbian	blizki	ˈbliskʲi
blizna	upper_sorbian	bɫuzna	ˈbwuzna
blizno	upper_sorbian	bɫuzna	ˈbwuzna
blǭdìti	upper_sorbian	bɫudzić	ˈbwudziɕt͡ʃ
bȏgъ	upper_sorbian	bóh	bʊh
bȏlь	upper_sorbian	ból	bʊl
bòlto	upper_sorbian	bɫóto	ˈbwʊto
bȏrъ	upper_sorbian	bór	bʊʀ
bȏrnь	upper_sorbian	bróń	bʀʊnʲ
bȏsъ	upper_sorbian	bosy	ˈbosɨ
bojati sę	upper_sorbian	bojeć so	ˈbojɛt͡ʃ so
bol̨e	upper_sorbian	bóle	ˈbʊlɛ
bol̨eje	upper_sorbian	bóle	ˈbʊlɛ
bolěti	upper_sorbian	boleć	ˈbolɛt͡ʃ
bordà	upper_sorbian	broda	ˈbʀoda
bordatъ	upper_sorbian	brodaty	ˈbʀodatɨ
borna	upper_sorbian	bróna	ˈbʀʊna
borzdà	upper_sorbian	brózda	ˈbʀʊzda
brьna	upper_sorbian	borno	ˈboɐno
bràtъ	upper_sorbian	bratr	bʀatʀ
bràtrъ	upper_sorbian	bratr	bʀatʀ
bridъkъ	upper_sorbian	britki	ˈbʀʲitkʲi
brȏdъ	upper_sorbian	bród	bʀʊt
brodìti	upper_sorbian	brodźić	ˈbʀodʑit͡ʃ
būčàti	upper_sorbian	bučeć	ˈbut͡ʃɛt͡ʃ
cě̄dìti	upper_sorbian	cydźić	ˈt͡sɨdʑit͡ʃ
cě̄lìti	upper_sorbian	cylić	ˈt͡sɨlit͡ʃ
cě̄và	upper_sorbian	cywa	ˈt͡sɨwa
čь̀rnъ	upper_sorbian	čorny	ˈt͡ʃoʀnɨ
čь̑stь	upper_sorbian	česć	t͡ʃɛst͡ʃ
čьrvь	upper_sorbian	čerw	t͡ʃɛʀ
čьxati	upper_sorbian	čichać	ˈt͡ʃixaɕ
čakati	upper_sorbian	čakać	ˈtʃakat͡ʃ
čérdъ	upper_sorbian	črjóda	ˈt͡sʀʲʊda
