bcs	ežika	[jěʒit͡sa]	[jěʒika]	0.3
bcs	dętelъ	[djětao]	[děːteʋ]	0.5
bcs	strujà	[strǔːja]	[strǔːta]	0.1111111111111111
bcs	krakati	[krǎːkati]	[krǎːkati]	0.0
bcs	drъ̏vo	[dr̂ʋo]	[dr̂ːʋ]	0.2857142857142857
bcs	kȏstь	[kôːst]	[kôːst]	0.0
bcs	tesla	[têsla]	[těsla]	0.14285714285714285
bcs	pěgavъ	[pjêɡaʋ]	[pjêɡaːɡ]	0.2222222222222222
bcs	lǫ̑kъ	[lûːk]	[lûːk]	0.0
bcs	dъxnǫti	[dǎxnuti]	[dǎxnuti]	0.0
bcs	zъlъ	[zâo]	[zâːz]	0.3333333333333333
bcs	kòža	[kôʒa]	[kôʒa]	0.0
bcs	povorzъ	[pôʋraːz]	[pôʋraz]	0.1111111111111111
bcs	kamy	[kâmeːn]	[kǎːmna]	0.625
bcs	drьkolьje	[drkol]	[dr̂ːk]	0.42857142857142855
bcs	làziti	[lâziti]	[lâziti]	0.0
bcs	gruda	[ɡrûda]	[ɡrûda]	0.0
bcs	serdà	[srijěda]	[srijěda]	0.0
bcs	plástъ	[plâːst]	[plâːst]	0.0
bcs	načęti	[nǎt͡ʃeːti]	[nat͡ʃěti]	0.2727272727272727
bcs	čerdà	[t͡ʃrěːda]	[t͡ʃěrda]	0.2
bcs	drobà	[drǒːba]	[drǒba]	0.125
bcs	lьněnъ	[lânen]	[linêːn]	0.375
bcs	gńìti	[ɡɲîti]	[ɡnǒʋiti]	0.4444444444444444
bcs	obětjati	[obět͡ɕati]	[obbjet͡ɕati]	0.23076923076923078
bcs	ženà	[ʒěna]	[ʒěna]	0.0
bcs	vy	[ʋîː]	[ʋîː]	0.0
bcs	kakъ	[kǎkiː]	[kâːk]	0.5714285714285714
bcs	žerbьjь	[ʒdrîjeb]	[ʒrêbiː]	0.5555555555555556
bcs	ty	[tîː]	[tîː]	0.0
bcs	solovikъ	[slǎʋuːj]	[slǒʋiːʋi]	0.4
bcs	okъnò	[ǒkno]	[ǒkno]	0.0
bcs	brъknǫti	[břːknuti]	[br̂ːknuti]	0.18181818181818182
bcs	jьgra	[ǐɡra]	[iɡrâ]	0.3333333333333333
bcs	kokošь	[kôkoːʃ]	[kôkoʃ]	0.125
bcs	čȇrvo	[t͡srijěʋo]	[t͡ʃrêːʋo]	0.36363636363636365
bcs	mě̀lъ	[mêok]	[mějeo]	0.5714285714285714
bcs	telktì	[tǔːt͡ɕi]	[tʎět͡ɕi]	0.2222222222222222
bcs	brȏdъ	[brôːd]	[brôːd]	0.0
bcs	vъpìti	[ʋǎpiti]	[ʋǔːtiti]	0.3333333333333333
bcs	pitati	[pîtati]	[pǐːtati]	0.2222222222222222
bcs	vȅčerъ	[ʋêt͡ʃeː]	[ʋêt͡ʃeːr]	0.1
bcs	kolo	[kôlo]	[kôlo]	0.0
bcs	negodovati	[něɡodoʋati]	[nɛɡɡǒːditi]	0.5
bcs	ovь̀sъ	[ǒʋas]	[ǒʋas]	0.0
bcs	orǫdьje	[ǒruːʑd͡ʑe]	[orûːdje]	0.45454545454545453
bcs	l̨ubo	[ʎubo]	[ʎǔbo]	0.16666666666666666
bcs	tỳsęti	[tîsut͡ɕa]	[tîseti]	0.4
bcs	bě̄dà	[bijěda]	[bjěːda]	0.25
bcs	brьna	[brna]	[br̂ːna]	0.25
bcs	bȏrnь	[brâːn]	[brâːn]	0.0
bcs	pȏlzъ	[plâːz]	[plâːz]	0.0
bcs	gǫsti	[ɡǔːsti]	[ɡûːsti]	0.125
bcs	bъ̑rz	[br̂ːz]	[br̩z]	0.2857142857142857
bcs	snuti	[snǒʋati]	[snûti]	0.3333333333333333
bcs	pьrga	[pr̩̂ɡa]	[pr̂ɡa]	0.125
bcs	bujьnъ	[bûːjan]	[bûːjan]	0.0
bcs	sę̀dzati	[sêzati]	[sjêzdati]	0.2
bcs	kъlkъ	[kûk]	[kûl]	0.2
bcs	ludъ	[lûːd]	[lûːd]	0.0
bcs	gỳnǫti	[ɡînuti]	[ɡînuti]	0.0
bcs	brъkati	[břːt͡sati]	[břːkati]	0.2727272727272727
bcs	nevodъ	[neʋod]	[něʋeːd]	0.375
bcs	mogtь	[môːt͡ɕ]	[môːt͡ɕ]	0.0
bcs	màzati	[mâzati]	[mâzati]	0.0
bcs	zeml̨à	[zěmʎa]	[zěmʎa]	0.0
bcs	nùdja	[nûʒda]	[nûja]	0.2857142857142857
bcs	čь̀rnъ	[t͡sr̂ːn]	[t͡sr̂ːn]	0.0
bcs	làskati	[lâskati]	[lâskati]	0.0
bcs	pokòjь	[pǒkoːj]	[pǒkij]	0.25
bcs	blǫ̑dъ	[blûːd]	[blûːd]	0.0
bcs	materьstvo	[materstʋo]	[mâtersto]	0.18181818181818182
bcs	dvòrъ	[dʋôːr]	[dʋôr]	0.14285714285714285
bcs	lȗbъ	[lûːb]	[lûːb]	0.0
bcs	nāròdъ	[nǎːrod]	[nǎːro]	0.125
