a	conj.		bcs	a	[conj]	a
a	conj.		czech	a	[conj]	a
a	conj.		old_church_slavic	a	[conj]	a
a	conj.		polish	a	[conj]	a
a	conj.		russian	a	[conj]	a
a	conj.		slovene	a	[conj]	a
ajьce	n. jo		bcs	jájce	[n jo]	ajьce
ajьce	n. jo		bulgarian	jajcé	[n jo]	ajьce
ajьce	n. jo		czech	vejce	[n jo]	ajьce
ajьce	n. jo		lower_sorbian	jajko	[n o]	ajьce
ajьce	n. jo		old_church_slavic	aice	[n jo]	ajьce
ajьce	n. jo		polish	jajko	[n o]	ajьce
ajьce	n. jo		russian	jajcó	[n jo]	ajьce
ajьce	n. jo		slovak	vajce	[n jo]	ajьce
ajьce	n. jo		slovene	jájce	[n jo]	ajьce
ajьce	n. jo		upper_sorbian	jejko	[n o]	ajьce
ako	n. o		bcs	ako	[conj]	ako
ako	n. o		bulgarian	akó	[conj]	ako
ako	n. o		czech	jako	[conj]	ako
ako	n. o		old_church_slavic	jako	[adv/conj]	ako
ako	n. o		polish	jako	[adv/conj]	ako
ako	n. o		slovak	ako	[conj]	ako
ako	n. o		slovene	àkọ	[conj]	ako
akъ	prn.		bcs	jȃk	[adj o]	akъ(jь)
akъ	prn.		bulgarian	jakyj	[adj o]	akъ(jь)
akъ	prn.		czech	jaký	[pron]	akъ(jь)
akъ	prn.		old_church_slavic	jakъ	[pron]	akъ(jь)
akъ	prn.		polish	jaki	[pron]	akъ(jь)
akъ	prn.		slovak	jaký	[pron]	akъ(jь)
akъ	prn.		slovene	jȃk	[adj o]	akъ(jь)
akъ	prn.		upper_sorbian	jakny	[pron]	akъ(jь)
akъjь	prn.		bcs	jȃk	[adj o]	akъ(jь)
akъjь	prn.		bulgarian	jakyj	[adj o]	akъ(jь)
akъjь	prn.		czech	jaký	[pron]	akъ(jь)
akъjь	prn.		old_church_slavic	jakъ	[pron]	akъ(jь)
akъjь	prn.		polish	jaki	[pron]	akъ(jь)
akъjь	prn.		slovak	jaký	[pron]	akъ(jь)
akъjь	prn.		slovene	jȃk	[adj o]	akъ(jь)
akъjь	prn.		upper_sorbian	jakny	[pron]	akъ(jь)
avě	adv.		bcs	javi	[adv]	avě
avě	adv.		bulgarian	áve	[adv]	avě
avě	adv.		old_church_slavic	javě	[adv]	avě
aviti	v.		bcs	jáviti	[verb]	aviti
aviti	v.		czech	jeviti	[verb]	aviti
aviti	v.		old_church_slavic	javiti	[verb]	aviti
aviti	v.		polish	jawić	[verb]	aviti
aviti	v.		russian	javít'	[verb]	aviti
aviti	v.		slovene	jáviti	[verb]	aviti
avьnъ	adj. o		bcs	jȃvan	[adj o]	avьnъ
avьnъ	adj. o		bulgarian	jáven	[adj o]	avьnъ
avьnъ	adj. o		czech	jevný	[adj o]	avьnъ
avьnъjь	adj. o		polish	jawny	[adj o]	avьnъ
avьnъ	adj. o		slovene	jávǝn	[adj o]	avьnъ
azъ	prn.		bcs	jȃ	[prnprs]	azъ
azъ	prn.		bulgarian	az	[prnprs]	azъ
azъ	prn.		czech	já	[prnprs]	azъ
azъ	prn.		old_church_slavic	azъ	[prnprs]	azъ
azъ	prn.		polish	ja	[prnprs]	azъ
azъ	prn.		russian	ja	[prnprs]	azъ
azъ	prn.		slovene	jàz	[prnprs]	azъ
azьno	n. o		church_slavic	jazьno	[n o]	azьno
aščerъ	m. o		bcs	jȁster	[m o]	aščerъ
aščerъ	m. o		czech	ještěr	[m o]	aščerъ
aščerъ	m. o		old_church_slavic	aštera	[Gensm o]	aščerъ
aščerъ	m. o		polish	jaszczur	[m o]	aščerъ
aščerъ	m. o		russian	jáščer	[m o]	aščerъ
aščerъ	m. o		slovene	jȃščerica	[f jā]	aščerъ
àgnę	n. nt	a	bcs	jȁgne	[n nt]	àgnę
àgnę	n. nt	a	bulgarian	ágne	[n nt]	àgnę
àgnę	n. nt	a	czech	jehně	[n nt]	àgnę
àgnę	n. nt	a	old_church_slavic	agnę	[n nt]	àgnę
àgnę	n. nt	a	polish	jagnię	[n nt]	àgnę
àgnę	n. nt	a	slovak	jahňa	[n nt]	àgnę
àgnę	n. nt	a	slovene	jágnje	[n nt]	àgnę
àgnьcь	m. jo	a	bcs	jȁgnjac	[m jo]	àgnьcь
àgnьcь	m. jo	a	czech	jehnec	[m jo]	àgnьcь
àgnьcь	m. jo	a	old_church_slavic	agnьcь	[m jo]	àgnьcь
àgnьcь	m. jo	a	russian	ágnec'	[m jo]	àgnьcь
