klobučár	/klɔbut͡ʃàːr/
rẹ̑d	/réːt/
do	/dÉ”/
vratȉč	/ʋratít͡ʃ/
otáva	/ɔtàːʋa/
slȁb	/sláp/
zgréšiti	/zɡrɛ̀ːʃiti/
vółga	/ʋɔ̀ːʋɡa/
čẹ́maž	/t͡ʃèːmaʃ/
se	/sɛ/
nẹ́mško	/nèːmʃkɔ/
odrešeník	/ɔdrɛʃɛnìːk/
gáms	/ɡàːms/
lẹ́šnik	/lèːʃnik/
vọ̑jvodina	/ʋóːjʋɔdina/
mīrna Bọ̑sna	/mìːrna bóːsna/
dóbro jútro	/dɔ̀ːbrɔ jùːtrɔ/
diják	/dijàːk/
podgána	/pɔdɡàːna/
medeníca	/mɛdɛnìːt͡sa/
ȃbak	/áːbak/
abecẹ̑da	/abɛt͡séːda/
absolȗtna nȋčla	/apsɔlúːtna níːt͡ʃla/
abstrȃktən	/apstráːktən/
abstrȃktno	/apstráːktnɔ/
absȗrdən	/apsúːrdən/
absȗrdnejši	/apsúːrdnɛjʃi/
acetọ̑n	/at͡sɛtóːn/
adȋjo	/adíːjɔ/
adjektȋvən	/adjɛktíːʋən/
adȗt	/adúːt/
ȃerodinámika	/áːɛrɔdinàːmika/
aerolȋt	/aɛrɔlíːt/
Afgȃnistan	/aʋɡáːnistan/
áfna	/àːfna/
Ȃfrika	/áːfrika/
aglomerácija	/aɡlɔmɛràːt͡sija/
agrȗmi	/aɡrúːmi/
Ahȋl	/axíːl/
ahọ̑j	/axóːj/
ȁjd	/ájt/
ȃjnštajnij	/áːjnʃtajnij/
aksiọ̑m	/aksijóːm/
aktínij	/aktìːnij/
aktualizácija	/aktualizàːt͡sija/
aktualizȋrati	/aktualizíːrati/
ȃkuzativ	/áːkuzatiʋ/
akvárij	/akʋàːrij/
Albȃnəc	/albáːnət͡s/
Albánija	/albàːnija/
Albȃnka	/albáːnka/
albȃnski	/albáːnski/
albȃnsko	/albáːnskɔ/
albȃnščina	/albáːnʃt͡ʃina/
Aleksándər	/alɛksàːndər/
Aleksándər Vẹ̑liki	/alɛksàːndər ʋéːliki/
ȁli	/áli/
aligȃtor	/aliɡáːtɔr/
Aljȃska	/aljáːska/
alkohọ̑l	/alkɔxóːl/
alpȃka	/alpáːka/
alumínij	/alumìːnij/
Alžȋrija	/alʒíːrija/
Ȃman	/áːman/
amarānt	/amaràːnt/
ambasȃdor	/ambasáːdɔr/
ambrọ́zija	/ambròːzija/
amerícij	/amɛrìːt͡sij/
Amȇrika	/amɛ́ːrika/
amȇriški	/amɛ́ːriʃki/
amfiteátər	/amfitɛàːtər/
ȁmpak	/ámpak/
ampȇr	/ampɛ́ːr/
amputȋrati	/amputíːrati/
amulẹ̑t	/amuléːt/
Ána	/àːna/
anakọ̑nda	/anakóːnda/
anȃlən	/anáːlən/
anȃlni sẹ̑ks	/anáːlni séːks/
analogȋja	/analɔɡíːja/
ȃnanas	/áːnanas/
anarhȋst	/anarxíːst/
anarhízəm	/anarxìːzəm/
anatomȋja	/anatɔmíːja/
Andalúzija	/andalùːzija/
Andọ̑ra	/andóːra/
Andreáš	/andrɛàːʃ/
Andréj	/andrɛ̀ːj/
ángel	/àːnɡɛl/
anglẹ̑ščina	/anɡléːʃt͡ʃina/
anglẹ̑ški	/anɡléːʃki/
anglẹ̑ško	/anɡléːʃkɔ/
Anglẹ̑ž	/anɡléːʃ/
Anglẹ̑žinja	/anɡléːʒinja/
Ȃnglija	/áːnɡlija/
anomalȋja	/anɔmalíːja/
Antárktika	/antàːrktika/
antilọ̑pa	/antilóːpa/
antimọ̑n	/antimóːn/
Antọ̑n	/antóːn/
antonȋm	/antɔníːm/
apartmȃ	/apartmáː/
apnẹ̄nəc	/apnèːnət͡s/
apokalȋpsa	/apɔkalíːpsa/
apostrọ̑f	/apɔstróːf/
aprȋl	/apríːl/
arȃbski	/aráːpski/
aragonȋt	/araɡɔníːt/
arašȋd	/araʃíːt/
argọ̑n	/áːrɡɔn/
Ȃrh	/áːrx/
arhitektȗra	/arxitɛktúːra/
arhivár	/arxiʋàːr/
Aristọ̑tel	/aristóːtɛl/
armȃda	/armáːda/
Armẹ́nija	/armèːnija/
artefȃkt	/artɛfáːkt/
artérija	/artɛ̀ːrija/
arzẹ̑n	/arzéːn/
ȃs	/áːs/
ȁsimetrȋja	/ásimɛtríːja/
Asklẹ́pij	/asklèːpij/
astȃt	/astáːt/
asteroȋd	/astɛrɔíːt/
ȃstrofízika	/áːstrɔfìːzika/
astrologȋja	/astrɔlɔɡíːja/
astronomȋja	/astrɔnɔmíːja/
ateízəm	/atɛìːzəm/
Atẹ̑na	/atéːna/
Atẹ̑ne	/atéːnɛ/
-ati	/-ati/
atọ̑l	/atóːl/
atọ̑mski	/atóːmski/
ȁtonȃlən	/átɔnáːlən/
átrij	/àːtrij/
-ȃvati	/-áːʋati/
avgȗst	/aʋɡúːst/
Avstrálija	/aʋstràːlija/
Ȃvstrija	/áːʋstrija/
Avstrȋjəc	/aʋstríːjət͡s/
Avstrȋjka	/aʋstríːjka/
avstrȋjski	/aʋstríːjski/
Ȃvstro-Ọ̑grska	/áːʋstrɔ-óːɡərska/
ȃvto	/áːʋtɔ/
ȃvtobus	/áːʋtɔbus/
ȃvtosugestȋja	/áːʋtɔsuɡɛstíːja/
Azerbajdžȃn	/azɛrbajd͡ʒáːn/
Ázija	/àːzija/
azȋl	/azíːl/
b	/bə́/
bába	/bàːba/
bábica	/bàːbit͡sa/
bágər	/bàːɡər/
bagrȋst	/baɡríːst/
Bahȃmi	/baxáːmi/
Bahrȃjn	/baxráːjn/
bajonẹ̑t	/bajɔnéːt/
bȃjta	/báːjta/
bákər	/bàːkər/
bȃkla	/báːkla/
balẹ̑t	/baléːt/
Bȃltsko mọ̑rje	/báːltskɔ móːrjɛ/
bȃmbus	/báːmbus/
bánja	/bàːnja/
bȃnka	/báːnka/
barantáti	/barantàːti/
bárij	/bàːrij/
bȃrion	/báːrijɔn/
bȃrka	/báːrka/
bȃrva	/báːrʋa/
bȃrvna lẹ́stvica	/báːrʋna lèːstʋit͡sa/
bȃs	/báːs/
básati	/bàːsati/
Bȃsk	/báːsk/
bȃskovski	/báːskɔʋski/
bȃskovščina	/báːskɔʋʃt͡ʃina/
baterȋja	/batɛríːja/
báti	/bàːti/
batiskȃf	/batiskáːf/
bāza	/bàːza/
bazȃlt	/bazáːlt/
bẹ̑	[beː]
bẹ́da	/bèːda/
bedák	/bɛdàːk/
bẹ́dən	/bèːdən/
bẹ́dnejši	/bèːdnɛjʃi/
bédro	/bɛ̀ːdrɔ/
bẹ̑g	/béːk/
begȗnəc	/bɛɡúːnət͡s/
bẹ́ł	/bèːʋ/
bẹ́la pritlíkavka	/bèːla pritlìːkaʋka/
belȇjši	/bɛlɛ́ːjʃi/
Bẹ́lgija	/bèːlɡija/
bẹ́lgijski	/bèːlɡijski/
belína	/bɛlìːna/
belják	/bɛljàːk/
Belorȗsija	/bɛlɔrúːsija/
belorȗski	/bɛlɔrúːski/
belorȗščina	/bɛlɔrúːʃt͡ʃina/
Benẹ̑tke	/bɛnéːtkɛ/
benzẹ̑n	/bɛnzéːn/
Bẹ̑ograd	/béːɔɡrat/
bẹ̑rgla	/béːrɡla/
