żabami	/ʐaˈba.mʲi/
	/i/
trawom	/ˈtra.vɔm/
trawami	/traˈva.mʲi/
trawach	/ˈtra.vax/
trawę	/ˈtra.vɛ/
trawą	/ˈtra.vɔ̃/
trawo	/ˈtra.vɔ/
onowodek	/ɔ.nɔˈvɔ.dɛk/
naczyniowy	/na.t͡ʂɨˈɲɔ.vɨ/
szminka	/ˈʂmin.ka/
ultramaryna	/ul.tra.maˈrɨ.na/
żyrafy	/ʐɨˈrafɨ/
lekko	/ˈlɛk.kɔ/
martw	/martf/
dasz	/daʂ/
głów	/ɡwuf/
żyroskop	/ʐɨˈrɔskɔp/
eś	/ɛɕ/
Arkadiusz	/arˈkadʲ.juʂ/
's-Hertogenbosch	/sɛr.tɔ.xɛmˈbɔs/
A	/a/
a	/a/
a świstak siedzi i zawija je w te sreberka	/a ˈɕfʲi.stak ˈɕɛ.d͡ʑi i zaˈvʲi.ja jɛ ftɛ srɛˈbɛr.ka/
a u was Murzynów biją	/a u vas muˈʐɨ.nuf ˈbʲi.jɔ̃/
a-	/a/
Aalborg	/ˈɔl.bɔr/
aalborski	/ɔlˈbɔr.skʲi/
Aarhus	/ˈɔr.xus/
abace	/aˈba.t͡sɛ/
abak	/ˈa.bak/
abaka	/aˈba.ka/
abakach	/aˈba.kax/
abakami	/a.baˈka.mʲi/
Abakan	/aˈba.kan/
abaką	/aˈba.kɔ̃/
abakę	/aˈba.kɛ/
abaki	/aˈba.kʲi/
abakiem	/aˈba.kʲɛm/
abakom	/aˈba.kɔm/
abakowi	/a.baˈkɔ.vʲi/
abaków	/aˈba.kuf/
abaku	/aˈba.ku/
abakus	/aˈba.kus/
abakusach	/a.baˈku.sax/
abakusami	/a.ba.kuˈsa.mʲi/
abakusem	/a.baˈku.sɛm/
abakusie	/a.baˈku.ɕɛ/
abakusom	/a.baˈku.sɔm/
abakusowi	/a.ba.kuˈsɔ.vʲi/
abakusów	/a.baˈku.suf/
abakusu	/a.baˈku.su/
abakusy	/a.baˈku.sɨ/
abazja	/aˈbaz.ja/
abazjami	/a.bazˈja.mʲi/
abazją	/aˈbaz.jɔ̃/
abazje	/aˈbaz.jɛ/
abazję	/aˈbaz.jɛ/
abazji	/aˈbaz.ji/
abazjo	/aˈbaz.jɔ/
abazjom	/aˈbaz.jɔm/
abazyj	/aˈba.zɨj/
abazyński	/a.baˈzɨɲ.skʲi/
abażur	/aˈba.ʐur/
abażura	/a.baˈʐu.ra/
abażurach	/a.baˈʐu.rax/
abażurami	/a.ba.ʐuˈra.mʲi/
abażurek	/a.baˈʐu.rɛk/
abażurem	/a.baˈʐu.rɛm/
abażurom	/a.baˈʐu.rɔm/
abażurowi	/a.ba.ʐuˈrɔ.vʲi/
abażurów	/a.baˈʐu.ruf/
abażuru	/a.baˈʐu.ru/
abażury	/a.baˈʐu.rɨ/
abażurze	/a.baˈʐu.ʐɛ/
abc	/a‿bɛ‿ˈt͡sɛ/
abchascy	/apˈxas.t͡sɨ/
abchaska	/apˈxa.ska/
abchaską	/apˈxa.skɔ̃/
abchaski	/apˈxas.kʲi/
abchaskich	/apˈxas.kʲix/
abchaskie	/apˈxas.kʲɛ/
abchaskiego	/ap.xasˈkʲɛ.ɡɔ/
abchaskiej	/apˈxas.kʲɛj/
abchaskiemu	/ap.xasˈkʲɛ.mu/
abchaskim	/apˈxas.kʲim/
abchaskimi	/ap.xasˈkʲi.mʲi/
abchaskości	/ap.xaˈskɔɕ.t͡ɕi/
abchaskościach	/ap.xaˈskɔɕ.t͡ɕax/
abchaskościami	/ap.xa.skɔɕˈt͡ɕa.mʲi/
abchaskością	/ap.xaˈskɔɕ.t͡ɕɔ̃/
abchaskościom	/ap.xaˈskɔɕ.t͡ɕɔm/
abchaskość	/apˈxa.skɔɕt͡ɕ/
abchasku	/apˈxa.sku/
Abchaz	/ˈap.xas/
Abchaza	/apˈxa.za/
Abchazach	/apˈxa.zax/
Abchazami	/ap.xaˈza.mʲi/
Abchazce	/apˈxas.t͡sɛ/
Abchazek	/apˈxa.zɛk/
Abchazem	/apˈxa.zɛm/
Abchazi	/apˈxa.ʑi/
Abchazie	/apˈxa.ʑɛ/
Abchazja	/apˈxaz.ja/
Abchazją	/apˈxaz.jɔ̃/
Abchazję	/apˈxaz.jɛ/
Abchazji	/apˈxaz.ji/
Abchazjo	/apˈxaz.jɔ/
Abchazka	/apˈxa.ska/
Abchazkach	/apˈxa.skax/
Abchazkami	/ap.xaˈska.mʲi/
Abchazką	/apˈxa.skɔ̃/
Abchazkę	/apˈxa.skɛ/
Abchazki	/apˈxas.kʲi/
Abchazko	/apˈxa.skɔ/
Abchazkom	/apˈxa.skɔm/
Abchazom	/apˈxa.zɔm/
Abchazowi	/ap.xaˈzɔ.vʲi/
Abchazowie	/ap.xaˈzɔ.vʲɛ/
Abchazów	/apˈxa.zuf/
abdykacja	/ab.dɨˈkat͡s.ja/
